TimeID,Volume,Concentration,Interpolate
10,35.67971284051081,257.0831826401447,False
11,35.50426955157355,254.89361702127658,False
12,33.25061664559437,261.1295620437956,False
13,34.98016812115067,255.5981981981982,False
14,34.22792842101431,259.04727272727274,False
15,33.29987681840265,263.4063670411985,False
16,33.62036953455128,264.4030131826742,False
17,34.56401600309535,262.04315196998124,False
18,31.908528263980813,256.498031496063,False
19,32.050343945154054,251.5402750491159,False
20,37.993483263509084,235.97033158813264,False
21,37.047587414625035,226.57699115044247,False
22,36.827512566055766,229.8927943760984,False
23,39.53038389996685,222.08319467554077,False
24,40.934638117009634,225.70032573289902,False
25,41.253195612083644,233.02903225806452,False
26,41.71120212186519,235.7258064516129,False
27,41.412474359620646,238.0992,False
28,41.77862907779164,241.67891373801916,False
29,41.3827674594883,237.37886178861788,False
30,41.470070224936464,242.6672131147541,False
31,40.39746347235763,242.34109816971713,False
32,39.99043872815854,236.81375838926175,False
33,39.907307997754344,232.27454242928454,False
34,39.82787596910098,232.08067226890756,False
35,39.740594147603844,235.34459459459458,False
36,40.39746347235763,233.88480801335558,False
37,40.47478853953799,231.56302521008402,False
38,42.4770595789573,238.0016051364366,False
39,42.96299275303417,241.96,False
40,43.56341812977846,243.8167456556082,False
41,43.755365252122594,241.69096671949288,False
42,42.39055687243827,252.19582664526484,False
43,42.86072344018431,252.70422535211267,False
44,44.277456063247165,251.65887850467288,False
45,42.138596952830156,257.30357142857144,False
46,40.561680803546075,253.18833333333333,False
