TimeID,Volume,Concentration,Interpolate
61,33.577375791889345,234.33703703703705,False
62,34.20063426403992,231.97857142857143,False
63,33.657767053499605,244.16300366300365,False
64,33.687469764841744,242.26992753623188,False
65,32.17848741509888,239.10018552875695,False
66,31.300734805266302,234.74809160305344,False
67,32.934949415761665,225.13059701492537,False
68,35.74058433976678,229.80994671403198,False
69,35.46178265252639,231.80943738656987,False
70,34.27580629305502,220.73333333333332,False
71,32.606129384685936,223.4564393939394,False
72,33.10570125966958,219.08426966292134,False
73,32.189880924455906,220.97519083969465,False
74,32.467379897942585,221.20415879017014,False
75,33.36699380385395,217.69351669941062,False
76,35.74058433976678,227.7779751332149,False
77,36.98032382151658,230.94179894179894,False
78,35.611410427431565,233.14183123877916,False
79,39.31911807719824,214.345,False
80,39.66040813671362,215.5728476821192,False
81,39.50112938917662,204.88519134775373,False
82,39.412327036835144,213.110183639399,False
83,35.93901570934791,215.91593695271453,False
84,39.740594147603844,216.48040885860306,False
85,38.5084363761247,215.41554054054055,False
86,36.61945116779383,212.72443674176776,False
87,35.93901570934791,209.96808510638297,False
88,34.03278106295372,201.11573236889691,False
89,34.55008408687423,196.6775956284153,False
90,35.93901570934791,188.16637168141594,False
91,39.34185064163962,189.48494983277592,False
92,41.8879020478639,189.15883306320907,False
93,40.64068976438875,195.09180327868853,False
94,42.39055687243827,198.15942028985506,False
95,45.0646805391739,201.09048361934478,False
96,46.48673711458703,199.34586466165413,False
97,45.0646805391739,209.378125,False
98,44.10313537008477,207.8031496062992,False
99,42.223005264246815,208.26409017713365,False
100,41.054332797111414,210.3960720130933,False
101,44.10313537008477,213.4826498422713,False
