TimeID,Volume,Concentration,Interpolate
52,54.91312949641621,144.35567715458276,False
53,54.13089805841357,144.83102493074793,False
54,54.82870024104853,144.8986301369863,False
55,52.86191244345394,147.38440111420613,False
56,51.984964081340685,143.36723163841808,False
57,51.39866749395714,146.2,False
58,52.279243348387745,143.6358543417367,False
59,50.834906597875346,145.87179487179486,False
60,53.43901882512818,141.59803921568627,False
61,51.41039610653055,144.93767705382436,False
62,51.311109212306484,140.84582743988685,False
63,51.41039610653055,139.50493653032441,False
64,51.311130156257505,140.9744680851064,False
65,51.984964081340685,141.89732770745428,False
66,55.945331178679666,139.70771312584574,False
67,57.84623768393336,136.9294274300932,False
68,59.228019041527475,138.8777923784494,False
69,56.45047833342588,143.06951871657753,False
70,55.825565289144414,142.42176870748298,False
71,55.647039050616414,140.84823848238483,False
72,54.536372950236895,144.19890260631,False
73,51.88125382466037,142.28432732316227,False
74,53.549309671220215,140.43466299862447,False
75,52.279243348387745,138.36388888888888,False
76,52.27017461759438,138.1949152542373,False
77,53.05915838540712,142.27548209366392,False
78,50.92385555787398,134.98140200286122,False
79,54.91312949641621,136.1265306122449,False
80,57.486018481482546,146.2533692722372,False
81,59.08970937775564,150.9724047306176,False
82,58.720555485798,150.984126984127,False
83,59.529038072014046,154.5721784776903,False
84,56.358211851585054,149.38666666666666,False
85,58.52787113637784,149.33333333333334,False
86,56.11718886320164,148.75913396481732,False
87,54.36743485248765,153.16481994459835,False
88,54.99234789676912,149.31420765027323,False
89,54.36743485248765,149.19417475728156,False
