TimeID,Volume,Concentration,Interpolate
146,37.2859463324382,339.85565217391303,False
147,38.408692903768326,332.6439267886855,False
148,38.202813865203076,334.9269949066214,False
149,36.7160530474966,333.0533562822719,False
150,37.10768817648331,328.5476603119584,False
151,35.35935416564875,341.52772808586764,False
152,37.13313507697739,336.2757417102967,False
153,37.501400945411596,329.0017301038062,False
154,36.32649555845148,326.6381118881119,False
155,36.27190724450269,318.94179894179894,False
156,37.35018561901881,315.1588946459413,False
157,35.91066597724191,332.9839285714286,False
158,37.52298159254666,333.8979238754325,False
159,38.851033338183974,332.7125850340136,False
160,39.53038389996685,322.2158154859967,False
161,42.89321169701264,313.94505494505495,False
162,44.097204043154804,321.3854489164087,False
163,46.19498368803346,317.20298507462684,False
164,42.36807144661898,337.4224,False
165,43.8309100834659,327.2102803738318,False
166,44.16937270959305,331.0796875,False
167,43.898521346161374,332.8529411764706,False
168,43.22831491339555,318.39313572542903,False
169,42.53228877780742,311.2911392405063,False
170,40.77535936947264,320.82305194805195,False
171,43.29475331483366,312.52037617554856,False
172,40.934638117009634,312.3333333333333,False
173,40.56734404790295,324.91368078175896,False
174,39.72762565312983,324.5090909090909,False
175,41.35555707831801,316.6805778491172,False
176,38.35562512066389,316.1807432432432,False
177,40.200573577571845,313.6399345335516,False
178,43.395866521587,315.2103610675039,False
179,46.394185795012284,300.9192825112108,False
180,45.94485008095464,310.33282904689867,False
181,47.29941686858827,299.1547619047619,False
182,46.936969229748506,317.0814479638009,False
183,48.48719440784769,312.9317507418398,False
184,47.025193529041715,318.98491704374055,False
185,47.38937113823604,312.02556390977446,False
186,45.860919291621336,302.219512195122,False
