TimeID,Volume,Interpolate
72,5.044777860714898,False
73,7.018971439391546,False
74,10.874082616464651,False
75,12.241186453181196,False
76,14.189744635804546,False
77,16.669416283653586,False
78,19.347787383656875,False
79,22.189835460912185,False
80,21.679741344934115,False
81,23.752740106961266,False
82,22.63747890372709,False
83,23.049337511822504,False
84,22.925416342404105,False
85,24.412470375424913,False
86,26.246121665150568,False
87,29.00196443999138,False
88,27.708847204661975,False
89,27.20711391393266,False
