TimeID,Volume,Interpolate
64,0.7362217663932561,False
65,1.404970500167813,False
66,3.351120128423413,False
67,5.29850126099922,False
68,7.4400956514199486,False
69,9.57617759393118,False
70,12.26462692316718,False
71,13.029990103015132,False
72,14.56161705260507,False
73,16.331724394924116,False
74,17.061637843268965,False
75,17.6827600324151,False
76,17.20413629724559,False
77,17.896560073257604,False
78,19.001085407196907,False
79,20.340149482282612,False
80,20.996746535673086,False
81,20.811597819831317,False
82,20.41259460887439,False
83,23.526658533238326,False
84,24.525387592975335,False
