TimeID,Volume,Interpolate
80,0.7530439478556782,False
81,1.0286495881698035,False
82,3.438427082661776,False
83,4.968139755128127,False
84,7.0907840586624005,False
85,9.967909065092597,False
86,11.792910503045366,False
87,13.571814304794456,False
88,16.355449702644027,False
89,17.48407733542167,False
90,18.765780117443033,False
91,19.19471223441316,False
92,10.799224746714913,False
93,10.87732055129295,False
94,20.1438460181255,False
95,15.852476530014096,False
96,20.28637798242377,False
97,17.432739522671806,False
98,15.635178849350593,False
99,12.220250879737673,False
100,9.1958605760778,False
101,14.378139664055022,False
