TimeID,Volume,Interpolate
14,2.1205750411731104,False
15,3.827682978812165,False
16,5.725799749789481,False
17,7.618906727681871,False
18,10.341075818066402,False
19,12.825237849014972,False
20,13.920237874028588,False
21,14.906643512983122,False
22,14.989899907093456,False
23,16.20475378623663,False
24,16.56434885894693,False
25,17.058848108992578,False
26,17.341591447815656,False
27,17.868775827829253,False
28,20.323339867190803,False
29,21.645774445163504,False
30,22.55601950061461,False
31,23.561345904924167,False
32,23.4527682740259,False
33,28.280818129545146,False
34,24.98529581350987,False
35,29.33571467713814,False
36,30.714743999567713,False
37,28.667007831265636,False
38,27.191539991951267,False
39,24.449130667297208,False
40,22.834201246904684,False
41,24.67395560395871,False
42,24.556363696539744,False
43,25.203439629794726,False
44,25.348882803285317,False
45,26.051120914747145,False
46,26.127595657515926,False
