TimeID,Volume,Interpolate
7,0.8275709031792376,False
8,2.129111795610465,False
9,4.959628133432001,False
10,7.433406153462904,False
11,10.425773156007182,False
12,13.592603270580815,False
13,16.105391493788893,False
14,17.473940463126084,False
15,18.500914535213976,False
16,17.904627683192018,False
17,19.463318406295084,False
18,12.559132384885302,False
19,12.290852938639349,False
20,9.711291210776768,False
21,9.289136556357985,False
22,9.12767544912429,False
23,12.0343942583513,False
24,8.323813098504143,False
25,9.709180060513557,False
26,11.781186079262168,False
27,13.574206104001389,False
28,16.1811876525445,False
29,17.913151871258762,False
30,21.469292336255442,False
31,23.290209703758542,False
32,25.78462170433822,False
33,26.858656834376887,False
34,28.136137315871828,False
35,29.31818459013111,False
36,30.49037145224833,False
37,30.60205716547855,False
38,33.3305387627017,False
39,33.10570125966958,False
40,33.07217837166067,False
41,33.01640463008394,False
42,33.01640463008394,False
43,33.419043710938624,False
44,32.64853669671919,False
45,33.38633344822945,False
