TimeID,Volume,Interpolate
2,6.45126051414664,False
3,7.85559012941312,False
4,11.145742416405868,False
5,12.971845506182493,False
6,16.742560938209564,False
7,18.717843602339457,False
8,19.543973561688247,False
9,20.117301654597775,False
10,20.25513798507647,False
11,21.368057654586163,False
12,15.418182761581841,False
13,12.939089166781066,False
14,16.6818569905618,False
15,32.360079848056785,False
16,49.714082681249224,False
17,47.872820359721466,False
18,44.197923503628886,False
19,35.31215487762121,False
20,38.00191110940112,False
21,40.41291173063289,False
22,38.69919388205068,False
23,38.781729804245785,False
24,32.256302570733205,False
25,21.67698930976957,False
26,31.78923151894849,False
27,30.49861918016155,False
28,35.91126916303141,False
29,35.123529465909485,False
30,26.99549623278685,False
31,27.436508820707584,False
32,28.048930892598374,False
