TimeID,Volume,Interpolate
17,2.94890830416962,False
18,4.768891571457052,False
19,8.831243143911966,False
20,9.796344595884955,False
21,12.463468794188387,False
22,14.707575447290855,False
23,15.92787475370025,False
24,16.46017364655389,False
25,19.78750982419453,False
26,20.13365050276705,False
27,22.75563629782371,False
28,24.590678265897342,False
29,26.027047937440233,False
30,27.116552269705178,False
31,27.436508820707584,False
32,28.048930892598374,False
33,28.01918629335418,False
34,29.711813583255296,False
35,28.811336786561746,False
36,31.17245310524472,False
37,30.714743999567713,False
38,41.77303704286824,False
39,51.96451440756091,False
40,48.8183517838577,False
41,48.14928889081778,False
42,51.757697079989796,False
43,40.03654893073283,False
44,41.84661733160553,False
45,41.537786207387036,False
46,42.439683003960006,False
47,40.9534164634977,False
48,39.825073668453975,False
