TimeID,Volume,Interpolate
63,3.7462361420702996,False
64,4.231859345672004,False
65,6.683265037219145,False
66,9.228742579185376,False
67,10.073202684470312,False
68,12.8615797928317,False
69,14.656811498799048,False
70,16.116684472181,False
71,15.982010678306908,False
72,16.239080921964852,False
73,18.822412561011745,False
74,16.6818569905618,False
75,17.61356121823203,False
76,18.919508717958692,False
77,19.218856421153543,False
78,21.43663652781893,False
79,20.78774265961506,False
80,13.781764847438764,False
81,11.577920845784702,False
82,25.65469799855636,False
83,31.218634517252493,False
84,26.828388636357108,False
85,26.12488132146323,False
86,27.51989925610447,False
87,19.97828408528132,False
88,17.217649334446236,False
89,17.750484392446086,False
90,17.709233186509348,False
91,13.465062986425478,False
92,7.209540449758302,False
93,10.799442563805563,False
94,9.42104155990671,False
95,14.41614036879284,False
96,25.332043866662076,False
97,15.45502317143294,False
98,21.202910411972262,False
99,16.093298456467675,False
