TimeID,Volume,Interpolate
55,2.5467844445101258,False
56,4.059469684794021,False
57,6.45126051414664,False
58,8.901179185171081,False
59,10.90174538697706,False
60,13.324374089817315,False
61,15.158239007843411,False
62,17.862161728095895,False
63,20.413126585230398,False
64,21.09736546518225,False
65,21.516843482660175,False
66,20.88681592553867,False
67,14.367550402417319,False
68,22.580863215319194,False
69,12.421865729874453,False
70,2.2220903717861087,False
71,4.9566624699670125,False
72,7.339564686505074,False
73,10.241189926843067,False
74,12.868126871921776,False
75,15.536155848909445,False
76,17.51060913257879,False
77,18.743734514595243,False
78,20.3371628748666,False
79,20.811597819831317,False
80,21.498370917857073,False
81,15.362388076054087,False
82,15.45663585566178,False
83,8.952550508242581,False
84,13.386535736456347,False
85,2.111003655555173,False
86,4.63913960607359,False
87,6.498120510167586,False
88,8.866831105491832,False
89,11.312749481870702,False
