TimeID,Volume,Interpolate
42,3.884985628813644,False
43,5.844468176291079,False
44,8.601052366998134,False
45,11.717064078807297,False
46,14.613851266458758,False
47,16.745379994017384,False
48,19.572172497346866,False
49,21.172638025162268,False
50,21.339372819263794,False
51,24.144471578122683,False
52,20.90020329903316,False
53,22.796032990558672,False
54,32.45387523832236,False
55,29.03334266741543,False
56,12.584952087707604,False
57,10.78257430565089,False
58,12.423164254837934,False
59,16.50215789077646,False
60,13.210371975603852,False
61,18.284069243892596,False
62,17.63232699834947,False
63,18.066620766781725,False
64,16.82202228839436,False
65,22.4118748520875,False
66,18.214803409066246,False
67,16.763739461484963,False
68,14.852846880383051,False
69,13.69925405798488,False
70,10.941941017782188,False
71,9.689878115249899,False
72,6.0994147033151975,False
73,3.650794557254241,False
