TimeID,Volume,Interpolate
13,2.533204386666208,False
14,4.649871286578252,False
15,8.002315072706377,False
16,10.013826583317464,False
17,11.969618806624483,False
18,14.573534160737688,False
19,18.45085011468637,False
20,20.195439347077855,False
21,20.195439347077855,False
22,21.332067569146645,False
23,22.475569595941483,False
24,23.482605026654586,False
25,26.390216048195217,False
26,29.920578698271648,False
27,28.415680418978447,False
28,31.199449858114573,False
29,31.766712582807568,False
30,39.01118335408356,False
31,39.745118041025016,False
32,42.083225335113084,False
33,44.38441263233618,False
34,42.600205822187824,False
35,42.138596952830156,False
36,40.4781270053312,False
37,31.42236051765249,False
38,43.1891581025612,False
39,44.00847708903701,False
40,48.77167609460577,False
41,46.123941806160296,False
42,44.64481296420692,False
43,41.21855012829985,False
44,43.75449398375999,False
45,43.15396388726058,False
46,41.72035043967245,False
47,41.30418994403672,False
48,42.4770595789573,False
